,TOP,MIDDLE,ADC,SUPPORT,JUNGLE,TEAM
3394,33.33,37.5,50.0,0.0,0.0,0
3395,33.33,0.0,38.6,0.0,33.33,0
3396,50.0,40.0,33.33,52.38,50.0,0
3397,100.0,83.33,33.33,52.38,66.67,0
3398,50.0,58.56,72.0,45.83,28.57,0
3399,51.35,0.0,0.0,33.33,54.31,0
3400,33.33,49.06,50.0,40.0,50.0,0
3401,50.0,33.33,0.0,59.09,0.0,0
3402,0.0,50.0,46.15,30.77,44.44,0
3403,55.0,41.82,71.43,81.25,50.0,0
3404,75.0,69.35,51.19,100.0,77.78,0
3405,66.67,56.67,66.67,43.75,71.43,0
3406,100.0,50.0,62.5,51.67,100.0,0
3407,40.0,100.0,60.0,48.84,54.84,0
3408,0.0,45.45,50.0,66.67,66.67,0
3409,66.67,50.0,42.86,55.77,60.0,0
3410,100.0,62.5,50.0,50.0,69.23,0
3411,20.0,50.0,50.0,40.91,0.0,0
3412,50.0,45.45,54.55,100.0,40.0,0
3413,50.0,0.0,50.0,72.73,56.52,0
3414,0.0,80.0,0.0,75.0,44.44,0
3415,56.0,0.0,37.5,54.32,50.0,0
3416,100.0,77.78,48.78,81.25,100.0,0
3417,66.67,45.21,53.7,20.0,43.75,0
3418,57.14,100.0,50.0,85.71,31.58,0
3419,80.0,52.56,53.7,100.0,50.0,0
3420,0.0,57.25,40.0,25.0,62.12,0
3421,57.14,64.29,60.0,66.67,57.21,0
3422,33.33,14.29,48.78,33.33,58.33,0
3423,50.0,57.14,27.78,43.18,44.74,0
3424,62.5,0.0,41.07,66.67,50.0,0
3425,61.9,0.0,30.0,0.0,59.72,0
3426,63.16,0.0,33.33,33.33,38.46,0
3427,68.42,85.71,50.0,33.33,45.45,0
3428,33.33,50.0,28.57,66.67,61.19,0
3429,50.0,75.0,53.57,61.64,0.0,0
3430,63.64,37.5,75.0,71.43,54.92,0
3431,48.0,75.0,63.16,66.67,33.33,0
3432,50.93,60.0,54.17,48.68,100.0,0
3433,47.22,0.0,55.56,14.29,75.0,0
3434,100.0,33.33,75.0,48.68,50.0,0
3435,55.56,33.33,53.7,75.0,40.0,0
3436,50.0,50.0,33.33,33.33,33.33,0
3437,100.0,60.0,50.0,33.33,33.33,0
3438,41.67,0.0,0.0,33.33,46.67,0
3439,50.0,71.43,33.33,40.0,62.96,0
3440,58.7,53.49,66.67,57.14,55.0,0
3441,56.82,55.0,37.04,100.0,100.0,0
3442,0.0,0.0,0.0,0.0,57.14,0
3443,56.64,100.0,57.14,58.12,55.56,0
3444,83.33,42.86,66.67,43.75,50.0,0
3445,55.77,100.0,100.0,100.0,100.0,0
3446,57.69,0.0,53.7,28.57,45.28,0
3447,0.0,0.0,60.0,53.85,0.0,0
3448,42.86,67.86,33.33,60.0,80.0,0
3449,21.43,75.0,51.19,20.0,66.67,0
3450,59.09,61.11,57.14,100.0,58.33,0
3451,66.67,60.0,50.0,63.89,51.6,0
3452,71.43,49.62,100.0,47.59,14.29,0
3453,61.05,100.0,60.0,61.04,66.67,0
3454,51.72,54.62,60.0,0.0,33.33,0
3455,58.33,100.0,60.0,55.56,50.0,0
3456,0.0,56.25,38.6,50.0,33.33,0
3457,50.0,56.16,57.14,63.89,56.91,0
3458,71.43,63.01,53.7,66.67,62.94,0
3459,48.39,100.0,80.0,58.82,50.0,0
3460,40.74,52.38,100.0,40.0,100.0,0
3461,100.0,50.0,60.0,52.63,53.91,0
3462,52.94,0.0,33.33,20.0,58.06,0
3463,33.33,100.0,54.81,100.0,61.9,0
3464,83.33,100.0,42.86,100.0,43.48,0
3465,52.17,56.81,40.0,0.0,58.06,0
3466,44.44,66.67,100.0,100.0,55.17,0
3467,80.0,0.0,46.81,0.0,48.0,0
3468,100.0,100.0,50.0,52.14,43.48,0
3469,0.0,25.0,50.0,0.0,50.0,0
3470,61.9,66.67,33.33,55.56,52.16,0
3471,80.0,0.0,66.67,0.0,58.06,0
3472,58.82,25.0,0.0,37.5,25.0,0
3473,40.0,25.0,0.0,50.0,0.0,0
3474,50.0,100.0,69.05,47.58,55.83,0
3475,80.0,62.79,42.86,66.67,36.36,0
3476,0.0,0.0,40.54,50.0,62.79,0
3477,38.46,25.0,61.29,70.59,41.67,0
3478,100.0,56.25,53.06,50.0,42.86,0
3479,57.14,66.67,0.0,33.33,60.0,0
3480,64.86,52.94,0.0,0.0,0.0,0
3481,66.67,59.65,83.33,83.33,77.78,0
3482,83.33,100.0,68.75,50.0,56.25,0
3483,66.67,56.67,66.67,69.57,85.71,0
3484,0.0,50.0,46.15,0.0,0.0,0
3485,0.0,66.67,60.0,55.46,46.15,0
3486,61.36,56.25,53.7,60.71,90.0,0
3487,92.86,87.5,40.0,50.0,72.13,0
3488,20.0,0.0,60.0,0.0,75.0,0
3489,100.0,100.0,37.5,75.0,50.0,0
3490,63.83,46.67,42.86,100.0,75.0,0
3491,0.0,56.52,37.5,55.0,66.67,0
3492,0.0,61.43,53.7,0.0,42.86,0
3493,59.77,50.0,46.43,100.0,52.13,0
3494,60.0,100.0,45.71,58.33,65.62,0
3495,51.57,56.82,75.0,25.0,51.72,0
3496,68.42,68.85,57.14,0.0,25.0,0
3497,0.0,65.38,55.17,0.0,60.0,0
3498,58.0,62.5,40.0,50.0,68.42,0
3499,0.0,50.0,0.0,0.0,0.0,0
3500,50.0,70.37,50.0,61.11,100.0,0
3501,48.08,66.67,54.55,100.0,62.5,0
3502,0.0,25.0,0.0,0.0,33.33,0
3503,33.33,100.0,60.98,100.0,62.5,0
3504,57.14,0.0,57.89,58.33,21.05,0
3505,65.22,0.0,0.0,53.19,45.86,0
3506,65.38,69.35,100.0,100.0,65.62,0
3507,76.92,59.02,66.67,37.5,100.0,0
3508,100.0,71.43,46.49,100.0,0.0,0
3509,0.0,0.0,57.58,60.0,25.0,0
3510,66.67,50.0,40.0,100.0,80.0,0
3511,65.42,50.0,42.86,28.57,53.91,0
3512,0.0,71.43,44.44,71.43,33.33,0
3513,50.0,0.0,0.0,40.0,0.0,0
3514,100.0,69.57,28.57,50.0,50.0,0
3515,72.73,50.0,42.86,0.0,37.5,0
3516,48.39,33.33,37.5,52.63,0.0,0
3517,50.0,46.67,62.5,0.0,0.0,0
3518,41.67,33.33,0.0,33.33,0.0,0
3519,0.0,0.0,25.0,43.75,0.0,0
3520,50.0,50.0,66.67,54.55,100.0,0
3521,50.0,52.14,50.0,0.0,45.45,0
3522,100.0,66.67,100.0,58.06,57.89,0
3523,0.0,80.0,36.36,50.98,16.67,0
3524,0.0,50.0,37.5,37.5,50.0,0
3525,100.0,54.55,100.0,35.71,66.67,0
3526,71.43,40.0,0.0,42.86,7.69,0
3527,54.55,59.57,0.0,48.89,61.9,0
3528,62.75,100.0,20.0,50.0,50.0,0
3529,66.67,36.36,75.0,57.14,68.75,0
3530,0.0,62.86,37.5,50.0,42.97,0
3531,66.67,75.0,50.0,45.16,75.0,0
3532,80.0,100.0,59.62,55.24,71.43,0
3533,50.0,45.0,50.0,66.67,55.56,0
3534,60.0,100.0,59.09,50.0,60.71,0
3535,41.18,66.67,33.33,0.0,50.0,0
3536,40.0,64.71,48.83,50.52,55.32,0
3537,33.33,55.56,75.0,50.0,64.0,0
3538,100.0,80.0,45.45,42.86,60.71,0
3539,41.67,44.44,0.0,0.0,50.0,0
3540,0.0,0.0,60.0,50.0,57.14,0
3541,60.0,70.0,50.0,60.0,84.62,0
3542,50.0,35.71,62.5,0.0,0.0,0
3543,100.0,72.73,100.0,50.0,63.64,0
3544,33.33,60.0,50.0,50.0,49.02,0
3545,33.33,43.75,66.67,66.67,58.62,0
3546,56.76,55.48,0.0,50.0,65.22,0
3547,60.0,66.67,75.0,0.0,33.33,0
3548,59.12,54.55,60.61,46.09,66.67,0
3549,50.0,75.0,70.0,55.17,67.44,0
3550,25.0,71.43,0.0,42.86,44.12,0
3551,100.0,62.5,33.33,81.25,42.86,0
3552,100.0,70.0,54.2,56.73,65.12,0
3553,55.93,53.37,100.0,75.0,63.16,0
3554,68.42,66.67,40.0,68.42,33.33,0
3555,66.67,0.0,37.5,50.0,0.0,0
3556,66.67,58.33,54.55,66.67,45.0,0
3557,62.5,33.33,33.33,50.0,0.0,0
3558,70.83,100.0,62.07,69.23,53.85,0
3559,20.0,50.0,59.09,30.56,61.54,0
3560,0.0,55.56,62.5,53.85,33.33,0
3561,18.18,66.67,100.0,75.0,42.86,0
3562,71.43,45.71,83.33,50.0,65.0,0
3563,100.0,44.44,33.33,55.56,61.76,0
3564,62.5,66.67,50.0,48.65,64.1,0
3565,81.82,50.0,60.0,0.0,52.0,0
3566,33.33,58.33,38.6,40.0,57.14,0
3567,47.62,71.43,100.0,50.0,44.44,0
3568,63.64,40.0,50.0,50.0,0.0,0
3569,54.55,0.0,50.0,62.5,0.0,0
3570,57.14,69.81,60.66,50.0,16.67,0
3571,100.0,75.0,55.17,60.0,75.0,0
3572,70.0,0.0,50.0,0.0,54.42,0
3573,100.0,100.0,47.62,83.33,100.0,0
3574,100.0,50.0,66.67,57.89,64.71,0
3575,80.0,58.97,100.0,42.86,33.33,0
3576,100.0,54.76,100.0,81.82,63.16,0
3577,74.47,66.67,71.43,48.68,46.38,0
3578,50.0,57.14,100.0,55.17,46.15,0
3579,0.0,0.0,66.67,53.42,25.0,0
3580,68.85,75.0,70.59,0.0,72.22,0
3581,0.0,0.0,56.25,0.0,25.0,0
3582,50.0,52.94,33.33,69.57,58.77,0
3583,100.0,62.5,25.0,100.0,80.0,0
3584,50.0,48.15,42.11,0.0,70.0,0
3585,50.0,0.0,33.33,0.0,60.0,0
3586,30.0,0.0,40.0,53.42,33.33,0
3587,60.0,50.0,78.57,100.0,56.25,0
3588,68.66,100.0,43.75,55.17,46.15,0
3589,33.33,57.14,44.0,55.56,37.5,0
3590,53.33,61.54,45.45,52.94,52.78,0
3591,0.0,50.0,54.55,50.0,80.0,0
3592,0.0,50.0,28.57,0.0,70.83,0
3593,47.37,0.0,58.33,31.03,50.0,0
3594,0.0,50.0,0.0,35.29,0.0,0
3595,100.0,69.92,69.57,70.0,75.0,0
3596,42.31,50.0,27.27,0.0,0.0,0
3597,50.0,100.0,83.33,55.56,71.43,0
3598,30.0,28.57,83.33,60.0,42.86,0
3599,0.0,45.45,50.0,60.0,0.0,0
3600,33.33,50.0,0.0,0.0,0.0,0
3601,63.64,100.0,63.33,40.0,75.0,0
3602,50.0,55.0,50.0,0.0,61.4,0
3603,80.0,50.0,66.67,62.5,68.75,0
3604,55.56,50.0,50.0,40.0,65.22,0
3605,50.0,50.0,77.78,0.0,25.0,0
3606,100.0,100.0,80.0,61.9,50.0,0
3607,40.91,54.55,63.64,55.56,58.33,0
3608,55.0,58.74,42.86,55.17,67.65,0
3609,50.0,38.46,50.0,50.0,45.83,0
3610,47.06,56.52,48.78,58.06,65.22,0
3611,50.0,52.55,37.5,55.17,59.46,0
3612,33.33,0.0,0.0,35.29,75.0,0
3613,50.0,52.55,59.09,62.11,50.0,0
3614,63.64,58.46,47.62,100.0,100.0,0
3615,100.0,58.82,85.71,58.06,61.54,0
3616,62.5,56.67,52.0,100.0,80.0,0
3617,20.0,100.0,50.0,100.0,66.67,0
3618,62.5,50.0,100.0,100.0,43.9,0
3619,38.89,20.0,0.0,42.11,0.0,0
3620,50.0,60.56,0.0,47.22,0.0,0
3621,41.18,50.0,72.0,40.0,80.0,0
3622,100.0,40.0,40.0,66.67,53.85,0
3623,0.0,53.85,0.0,23.08,75.0,0
3624,100.0,100.0,80.0,81.25,100.0,0
3625,72.73,0.0,41.67,60.61,40.0,0
3626,42.86,25.0,60.0,55.17,25.0,0
3627,100.0,50.0,55.56,28.57,46.43,0
3628,66.67,57.14,71.26,55.74,50.0,0
3629,61.11,100.0,33.33,25.0,50.0,0
3630,0.0,57.25,50.0,0.0,0.0,0
3631,47.91,20.0,0.0,55.56,0.0,0
3632,76.19,33.33,0.0,0.0,57.14,0
3633,55.0,55.56,69.23,0.0,33.33,0
3634,66.67,56.52,100.0,42.86,100.0,0
3635,25.0,47.62,75.0,62.5,100.0,0
3636,40.0,0.0,63.41,75.0,57.14,0
3637,47.06,66.67,75.0,61.54,100.0,0
3638,28.57,62.16,51.61,46.51,50.0,0
3639,66.67,50.0,53.7,45.45,50.0,0
3640,52.63,0.0,0.0,50.0,58.06,0
3641,50.0,0.0,0.0,50.0,50.0,0
3642,100.0,77.78,100.0,50.0,100.0,0
3643,75.0,100.0,100.0,100.0,100.0,0
3644,81.82,50.0,71.43,54.25,41.67,0
3645,50.0,25.0,53.33,60.71,45.45,0
3646,50.0,54.55,0.0,0.0,36.36,0
3647,50.0,40.0,62.5,0.0,50.0,0
3648,22.22,51.85,48.21,87.5,50.0,0
3649,0.0,58.62,63.16,0.0,47.95,0
3650,61.36,33.33,66.67,50.65,50.0,0
3651,66.67,51.28,100.0,100.0,63.64,0
3652,100.0,50.0,42.5,100.0,53.73,0
3653,100.0,57.14,66.67,48.0,46.15,0
3654,100.0,56.25,100.0,100.0,100.0,0
3655,100.0,30.77,100.0,64.29,55.56,0
3656,60.71,50.0,66.67,52.94,63.64,0
3657,71.43,33.33,0.0,59.09,0.0,0
3658,0.0,25.0,0.0,28.57,53.33,0
3659,63.64,52.3,62.5,41.67,100.0,0
3660,0.0,56.6,46.15,28.57,50.0,0
3661,65.52,66.67,50.0,57.85,50.0,0
3662,87.5,45.45,33.33,45.0,66.67,0
3663,85.71,100.0,100.0,66.67,77.78,0
3664,75.0,100.0,41.67,100.0,63.64,0
3665,66.67,38.1,100.0,55.74,58.82,0
3666,50.0,69.05,60.0,50.0,75.0,0
3667,73.91,37.21,63.64,100.0,100.0,0
3668,48.15,59.68,44.0,58.06,56.94,0
3669,52.63,54.55,43.48,50.0,33.33,0
3670,50.0,100.0,100.0,50.0,80.0,0
3671,77.78,57.69,54.55,41.67,77.78,0
3672,0.0,66.67,75.0,40.0,16.67,0
3673,50.0,46.81,0.0,40.54,0.0,0
3674,75.0,71.43,52.38,100.0,100.0,0
3675,45.45,55.93,33.33,66.67,57.14,0
3676,75.61,62.5,80.0,100.0,52.17,0
3677,40.0,59.39,0.0,28.57,33.33,0
3678,46.15,57.14,70.0,87.5,58.82,0
3679,57.14,55.56,50.0,87.5,75.0,0
3680,0.0,52.44,55.56,66.67,33.33,0
3681,41.67,71.43,100.0,100.0,54.55,0
3682,54.05,71.43,28.57,66.67,54.55,0
3683,0.0,53.19,0.0,55.56,46.15,0
3684,59.09,0.0,0.0,0.0,0.0,0
3685,75.0,44.44,45.45,50.0,100.0,0
3686,85.71,55.17,0.0,0.0,50.0,0
3687,0.0,16.67,47.87,52.73,0.0,0
3688,42.31,53.85,60.0,33.33,72.73,0
3689,50.0,71.43,50.0,60.0,50.0,0
3690,69.23,40.0,100.0,40.0,0.0,0
3691,20.0,50.0,45.16,61.29,58.54,0
3692,50.0,50.0,28.57,52.94,100.0,0
3693,85.71,70.0,25.0,50.0,50.0,0
3694,60.0,100.0,60.0,58.33,60.71,0
3695,41.67,47.37,0.0,66.67,60.0,0
3696,0.0,50.0,0.0,45.0,28.57,0
3697,50.0,49.12,44.44,66.67,37.5,0
3698,0.0,49.07,50.0,55.17,44.44,0
3699,50.0,50.0,50.0,62.5,81.82,0
3700,60.0,50.0,62.5,100.0,42.86,0
3701,43.33,50.0,42.86,62.86,53.33,0
3702,50.0,0.0,33.33,45.0,66.67,0
3703,85.71,100.0,100.0,66.67,100.0,0
3704,66.67,100.0,36.36,50.7,80.0,0
3705,66.67,55.56,42.86,80.0,50.0,0
3706,40.0,20.0,65.0,58.06,72.5,0
3707,100.0,52.05,25.0,58.06,40.0,0
3708,52.63,42.86,16.67,58.7,55.56,0
3709,42.86,46.15,41.18,0.0,85.71,0
3710,100.0,44.44,37.5,80.0,20.0,0
3711,42.86,50.0,0.0,0.0,75.0,0
3712,50.0,0.0,0.0,21.43,51.92,0
3713,0.0,50.0,60.0,48.39,0.0,0
3714,73.33,0.0,100.0,69.23,50.0,0
3715,48.44,52.43,0.0,53.85,54.69,0
3716,55.56,41.18,50.0,57.14,61.11,0
3717,0.0,68.18,54.55,50.0,36.84,0
3718,59.52,49.21,60.0,38.71,45.45,0
3719,53.56,54.17,53.7,38.46,100.0,0
3720,65.45,59.26,66.67,0.0,50.0,0
3721,63.04,50.0,54.93,71.43,75.0,0
3722,61.9,100.0,40.0,75.0,75.0,0
3723,48.15,56.25,60.0,100.0,77.08,0
3724,50.0,0.0,33.33,58.06,61.7,0
3725,0.0,50.0,57.14,0.0,0.0,1
3726,0.0,33.33,62.22,0.0,0.0,1
3727,36.36,25.0,31.58,100.0,100.0,1
3728,75.0,43.75,40.0,60.0,50.0,1
3729,69.86,33.33,66.67,100.0,55.56,1
3730,50.0,55.56,50.0,66.67,25.0,1
3731,100.0,65.38,40.0,55.09,53.85,1
3732,0.0,0.0,62.22,40.0,40.0,1
3733,66.67,57.14,66.67,63.64,60.0,1
3734,100.0,66.67,100.0,100.0,75.0,1
3735,53.45,76.0,56.6,75.0,100.0,1
3736,0.0,0.0,0.0,54.55,0.0,1
3737,75.0,33.33,100.0,62.5,45.45,1
3738,72.73,30.0,50.0,30.0,40.0,1
3739,50.0,71.43,69.23,54.17,100.0,1
3740,100.0,50.0,54.55,62.5,83.33,1
3741,51.43,0.0,38.89,62.5,0.0,1
3742,60.0,33.33,45.83,100.0,58.49,1
3743,66.67,68.85,40.0,45.45,61.11,1
3744,53.12,50.0,52.63,0.0,54.55,1
3745,0.0,51.43,42.86,62.07,0.0,1
3746,47.44,50.0,63.64,66.67,57.14,1
3747,0.0,56.82,0.0,50.0,52.38,1
3748,0.0,50.0,75.0,43.33,45.45,1
3749,60.0,0.0,0.0,41.67,50.0,1
3750,25.0,66.67,56.07,63.64,42.86,1
3751,0.0,52.78,0.0,0.0,33.33,1
3752,66.67,68.85,33.33,100.0,42.86,1
3753,66.67,33.33,43.75,100.0,50.0,1
3754,28.57,50.0,50.0,50.0,50.0,1
3755,45.45,66.67,69.23,66.67,50.0,1
3756,54.55,66.67,61.9,56.88,53.57,1
3757,66.67,0.0,54.55,0.0,0.0,1
3758,40.0,100.0,25.0,100.0,57.14,1
3759,56.76,48.65,73.33,50.47,48.48,1
3760,50.0,48.68,0.0,0.0,49.52,1
3761,50.0,60.0,53.85,54.72,50.0,1
3762,53.45,75.0,100.0,50.0,50.0,1
3763,57.14,60.0,51.19,70.59,53.57,1
3764,50.0,62.5,56.25,66.67,60.0,1
3765,0.0,52.0,50.0,0.0,47.83,1
3766,100.0,33.33,50.0,100.0,66.67,1
3767,53.45,83.33,66.67,100.0,100.0,1
3768,60.0,59.09,75.0,45.45,0.0,1
3769,52.38,70.0,51.19,50.0,56.0,1
3770,50.0,46.15,61.11,44.44,70.37,1
3771,0.0,64.71,53.19,33.33,55.56,1
3772,53.26,50.0,66.67,0.0,60.0,1
3773,40.0,55.88,45.45,28.57,44.44,1
3774,33.33,33.33,50.0,50.65,42.86,1
3775,100.0,50.0,38.46,66.67,60.0,1
3776,66.67,52.94,66.67,70.0,100.0,1
3777,75.0,0.0,35.71,52.5,0.0,1
3778,37.5,0.0,0.0,56.25,75.0,1
3779,0.0,62.5,30.0,0.0,33.33,1
3780,33.33,61.54,100.0,100.0,50.0,1
3781,0.0,0.0,42.86,66.67,20.0,1
3782,66.67,75.0,58.33,58.33,40.74,1
3783,0.0,56.04,0.0,58.73,53.85,1
3784,60.58,85.71,61.9,41.67,83.33,1
3785,40.0,62.5,100.0,72.73,56.0,1
3786,0.0,33.33,60.0,53.85,33.33,1
3787,39.29,64.15,56.67,50.41,52.63,1
3788,70.0,66.67,51.22,54.05,100.0,1
3789,0.0,0.0,0.0,0.0,50.0,1
3790,28.57,33.33,57.14,43.75,57.14,1
3791,25.0,57.69,52.63,48.34,20.0,1
3792,53.49,100.0,66.67,66.67,25.0,1
3793,50.0,54.66,54.79,76.47,51.02,1
3794,50.0,75.0,50.0,42.86,50.0,1
3795,35.42,41.67,61.9,59.76,0.0,1
3796,50.0,45.83,0.0,40.0,25.0,1
3797,0.0,0.0,48.15,42.86,0.0,1
3798,50.0,80.0,48.72,50.0,88.89,1
3799,70.0,100.0,100.0,70.0,57.38,1
3800,57.55,72.73,100.0,50.0,59.68,1
3801,50.0,66.67,50.0,100.0,62.5,1
3802,100.0,80.0,50.0,45.0,55.56,1
3803,50.0,64.71,72.73,63.89,60.0,1
3804,7.14,43.59,40.0,0.0,0.0,1
3805,0.0,20.0,75.0,100.0,58.33,1
3806,60.0,54.55,66.67,51.82,50.0,1
3807,0.0,50.0,50.0,50.0,0.0,1
3808,0.0,0.0,57.14,60.0,20.0,1
3809,52.91,0.0,0.0,0.0,50.0,1
3810,52.74,100.0,66.67,50.0,100.0,1
3811,28.57,100.0,100.0,33.33,53.85,1
3812,50.0,20.0,33.33,51.61,58.96,1
3813,56.98,40.0,0.0,40.0,45.83,1
3814,63.89,68.85,50.0,66.67,50.0,1
3815,50.0,0.0,50.0,50.0,62.5,1
3816,57.14,50.0,75.0,57.14,75.0,1
3817,0.0,50.0,50.0,0.0,0.0,1
3818,28.57,50.0,25.0,53.33,60.0,1
3819,71.15,25.0,65.22,48.68,100.0,1
3820,50.0,57.14,52.63,0.0,0.0,1
3821,56.0,66.67,100.0,100.0,100.0,1
3822,50.0,41.38,40.0,62.5,52.27,1
3823,100.0,46.15,50.0,100.0,50.0,1
3824,0.0,30.77,42.86,60.0,33.33,1
3825,71.43,100.0,64.35,50.0,100.0,1
3826,51.5,0.0,0.0,47.62,50.0,1
3827,46.77,100.0,46.15,75.0,50.0,1
3828,0.0,0.0,50.0,45.45,0.0,1
3829,50.0,61.54,52.0,0.0,0.0,1
3830,20.0,41.67,50.0,33.33,0.0,1
3831,33.33,25.0,62.5,48.84,0.0,1
3832,76.92,55.56,55.56,100.0,57.38,1
3833,50.0,55.56,58.82,53.85,50.0,1
3834,58.06,0.0,46.15,50.0,0.0,1
3835,100.0,42.86,52.73,100.0,100.0,1
3836,66.67,0.0,55.56,50.0,37.5,1
3837,69.23,66.67,33.33,50.0,55.41,1
3838,0.0,33.33,0.0,50.0,55.56,1
3839,50.0,65.22,37.5,50.0,0.0,1
3840,53.57,60.0,61.11,38.1,60.42,1
3841,50.0,45.45,66.67,58.33,60.0,1
3842,100.0,76.19,54.55,100.0,53.85,1
3843,50.0,100.0,46.15,70.0,57.14,1
3844,53.33,53.06,61.9,50.0,20.0,1
3845,60.0,75.0,60.0,71.43,50.0,1
3846,46.15,54.72,61.11,70.59,68.75,1
3847,33.33,50.0,66.67,100.0,100.0,1
3848,48.15,36.36,0.0,33.33,33.33,1
3849,49.66,50.0,62.07,100.0,58.33,1
3850,65.88,55.88,75.0,62.5,20.0,1
3851,55.0,20.0,0.0,48.15,58.33,1
3852,0.0,62.5,46.67,33.33,0.0,1
3853,100.0,60.0,40.68,50.0,60.0,1
3854,70.0,52.63,54.84,0.0,66.67,1
3855,100.0,100.0,50.0,50.0,53.49,1
3856,66.67,62.5,54.81,53.61,63.64,1
3857,58.88,0.0,51.79,51.16,53.49,1
3858,25.0,63.33,33.33,33.33,0.0,1
3859,50.0,33.33,51.79,62.5,0.0,1
3860,73.33,47.37,50.0,58.88,25.0,1
3861,83.33,50.0,100.0,50.0,75.0,1
3862,60.87,33.33,70.0,53.33,40.0,1
3863,60.0,61.54,52.63,53.33,55.56,1
3864,50.0,0.0,33.33,0.0,25.0,1
3865,50.0,100.0,53.85,50.0,60.0,1
3866,50.0,54.55,37.5,0.0,0.0,1
3867,42.86,33.33,62.07,41.18,51.04,1
3868,41.67,100.0,76.92,33.33,100.0,1
3869,0.0,0.0,54.55,0.0,61.11,1
3870,33.33,56.06,46.43,37.5,22.22,1
3871,53.85,47.73,63.64,33.33,72.73,1
3872,63.89,37.5,38.89,25.0,53.49,1
3873,100.0,46.43,37.5,50.0,50.0,1
3874,50.0,0.0,50.0,51.85,50.0,1
3875,60.0,25.0,52.38,80.0,51.67,1
3876,62.5,45.0,55.56,55.1,40.0,1
3877,57.14,100.0,100.0,63.64,58.82,1
3878,100.0,50.0,61.36,66.67,51.72,1
3879,57.14,42.86,66.67,46.67,0.0,1
3880,33.33,33.33,50.0,0.0,0.0,1
3881,100.0,56.47,100.0,25.0,100.0,1
3882,66.67,66.67,0.0,0.0,46.67,1
3883,65.79,64.0,60.87,47.22,100.0,1
3884,33.33,100.0,100.0,80.0,47.37,1
3885,100.0,61.02,40.0,56.67,50.0,1
3886,65.79,0.0,0.0,66.67,0.0,1
3887,53.45,0.0,40.0,50.0,0.0,1
3888,0.0,0.0,41.67,53.85,0.0,1
3889,54.55,66.67,46.67,66.67,100.0,1
3890,76.92,100.0,66.67,66.67,33.33,1
3891,50.0,70.0,47.25,71.43,100.0,1
3892,50.0,61.49,100.0,100.0,50.0,1
3893,49.09,100.0,71.43,80.0,41.18,1
3894,100.0,80.0,55.56,57.89,50.0,1
3895,0.0,0.0,60.0,52.94,0.0,1
3896,0.0,50.0,45.45,50.0,0.0,1
3897,33.33,33.33,20.0,48.78,25.0,1
3898,66.67,64.29,0.0,50.85,0.0,1
3899,54.29,38.89,50.0,56.16,46.43,1
3900,41.18,50.43,40.82,20.0,60.0,1
3901,52.17,100.0,33.33,44.44,66.67,1
3902,66.67,50.0,50.0,66.67,100.0,1
3903,100.0,61.36,60.0,60.0,61.7,1
3904,60.0,66.67,66.67,64.0,0.0,1
3905,50.91,100.0,66.67,50.0,47.92,1
3906,56.41,100.0,57.45,50.94,100.0,1
3907,57.14,44.0,57.14,40.0,100.0,1
3908,100.0,58.97,47.37,40.0,100.0,1
3909,68.85,100.0,33.33,100.0,75.0,1
3910,60.0,40.32,50.0,25.0,50.0,1
3911,100.0,56.45,50.0,52.94,50.0,1
3912,57.14,14.29,66.67,42.11,33.33,1
3913,62.07,66.67,100.0,60.0,60.0,1
3914,28.57,0.0,0.0,55.56,45.45,1
3915,16.67,56.25,40.0,0.0,0.0,1
3916,55.56,50.0,75.0,47.87,52.63,1
3917,64.29,50.0,0.0,0.0,66.67,1
3918,50.0,36.36,36.36,50.0,75.0,1
3919,0.0,0.0,50.0,66.67,45.45,1
3920,49.09,54.49,83.33,54.55,50.0,1
3921,61.54,50.0,100.0,30.77,50.0,1
3922,44.44,38.3,62.5,100.0,53.73,1
3923,100.0,71.43,66.67,56.82,50.0,1
3924,61.4,100.0,60.0,53.33,55.35,1
3925,50.0,76.92,0.0,50.0,66.67,1
3926,0.0,0.0,58.33,16.67,20.0,1
3927,50.0,40.0,45.0,50.0,50.0,1
3928,60.0,55.0,33.33,100.0,50.82,1
3929,25.0,40.0,50.0,62.5,100.0,1
3930,42.0,55.17,100.0,47.37,53.23,1
3931,100.0,61.9,50.0,57.14,45.54,1
3932,71.15,100.0,48.39,100.0,45.45,1
3933,100.0,100.0,100.0,52.94,50.0,1
3934,35.0,68.85,0.0,0.0,50.0,1
3935,83.33,57.14,50.0,50.0,33.33,1
3936,33.33,53.33,25.0,60.0,0.0,1
3937,25.0,50.0,72.22,47.62,44.44,1
3938,100.0,100.0,80.0,33.33,69.33,1
3939,50.0,56.0,42.11,100.0,69.27,1
3940,68.85,66.67,45.45,50.65,67.35,1
3941,60.47,51.27,0.0,37.5,66.67,1
3942,71.15,50.0,40.0,46.67,0.0,1
3943,46.15,50.0,0.0,50.0,0.0,1
3944,50.43,0.0,51.82,71.43,0.0,1
3945,61.9,62.22,28.57,57.89,26.92,1
3946,60.0,25.0,58.33,47.5,47.06,1
3947,43.9,0.0,0.0,25.0,0.0,1
3948,66.67,81.25,52.94,33.33,33.33,1
3949,0.0,0.0,33.33,50.0,0.0,1
3950,0.0,40.0,50.0,0.0,52.27,1
3951,75.0,66.67,54.55,100.0,50.0,1
